code,lat,long,Water T,pH,Cond,Turb,Chl,Secchi,Alkalinity,Ca,Mg,K,Na,Si,Cl,NO2,NO3,SO4,PO4,TN,TP,DO %,DO,Carbonate,Silicate,DOC,Waterdepth,MaxDepth,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Slope_100,Wshd_area,Elevation,area_sub-Basin,area_waterbody,MAT,P season,MAP,T season,Connectivity,% aquatic habitat,Ecoregion,Freshwater ecoregion,TRI,tri1,lanfdorm,geology,land cover,HFP2009,Bare Desert,Barren Tundra,Cold Grassland,Cool Grasses and Shrubs,Cool Southern Hemisphere Mixed Forests,Corn and Beans Cropland,Crops and Town,"Crops, Grass, Shrubs",Dry Woody Scrub,Evergreen Broadleaf Forests,Evergreen Forest and Fields,Fields and Woody Savanna,Forest and Field,Glacier Ice,Grass Crops,Hot and Mild Grasses and Shrubs,Inland Water,Low Sparse Grassland,Montane Tropical Forests,Rice Paddy and Field,Savanna (Woods),Sea Water,Seasonal Tropical Forest,Semi Desert Shrubs,Shrub Deciduous,Shrub Evergreen,Southern Hemisphere Mixed Forest,Succulent and Thorn Scrub,Tropical Degraded Forest,Tropical Rainforest,Upland Tundra,Urban,Wooded Wet Swamp,Woody Savanna,Barren,Grassland and shrubs,Forests,Savanna,Rainforest,Wetland,Agriculture,Crops and town,Urban,Inland water
GslngBA_Laja,-16.52876667,-68.39031667,16.4,9.31,224.83,,,0.5,,,,,,,,,0,,1.04,,,70.6,,1.4174,89.1297,,,,,,,,,,,,,,,3855,128.3,0.00512854,80,81,630,2407,0.0024,0.166723561,Central Andean wet puna,337,1.5,0.463338,2,4,Semi Desert Shrubs,10,0,0,5.12,0,0,0,0.7,0,0,0,0.07,0.1,0,0,0,3.58,0.05,0,0,0,0,0,0,87.89,0,2.1,0,0,0,0,0.01,0.05,0,0.3,0,98.7,0.07,0.4,0,0,0,0.7,0.05,0.05
GslngBA_Lake 12,-15.43526667,-70.16755,18.5,9.75,299.67,,,0.5,,,,,,,,,0,,0.17,,,44.03,,1.4883,90.9429,,,,,,,,,,,,,,,3834,134.8,0.039692599,94,84,627,1576,0.0028,2.771012795,Central Andean wet puna,337,2.75,0.529288,6,1,Semi Desert Shrubs,16.52715111,0,0,24.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0.19,0,0,0,0,74.93,0,0,0,0,0,0,0,0,0,0.07,0,98.96,0.19,0.07,0,0,0,0,0,0.73
GslngBA_Lake 23,-16.67815,-68.31545,13.3,7.91,177.87,,,0.5,,,,,,,,,0.02,,0.9,,,62.23,,1.5401,93.0383,,,,,,,,,,,,,,,3864,61.1,0.0349393,78,80,541,2342,0.0024,0.166723561,Central Andean wet puna,337,1.125,0.195414,1,4,Semi Desert Shrubs,26,0,0,29.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,64.59,0,5.81,0,0,0,0,0.21,0.05,0,0,0,99.81,0,0.1,0,0,0,0,0.05,0
GslngBA_Lake 27,-16.62463333,-68.27481667,11.9,8.13,189,,,1,,,,,,,,,0.21,,0.89,,,73.8,,1.2814,89.5223,,,,,,,,,,,,,,,3875,61.1,0.0120741,77,80,564,2277,0.0024,0.166723561,Central Andean wet puna,337,1.375,0.49454,3,2,Semi Desert Shrubs,19.68148613,0,0,20.04,0,0,0,0,0,0,0,0,0.1,0,0,0,0.12,0,0,0,0,0,0,0,65.14,0,13.37,0,0,0,0,0.21,1.07,0,0,0,98.88,0,0.1,0,0,0,0,1.07,0
GslngBA_Lake 29,-16.51303333,-68.49198333,9.17,10.19,160.07,,,0.1,,,,,,,,,0,,0.26,,,54.67,,2.0196,92.4228,,,,,,,,,,,,,,,3850,53.9,0.072600901,80,79,634,2303,0.0024,0.166723561,Central Andean wet puna,337,4.875,0.163878,6,1,Semi Desert Shrubs,12.31868362,0,0,4.72,0,0,0,0.86,0,0,0,1.03,0.15,0,0,0,6.19,0.15,0,0,0,0,0,0,86.52,0,0,0,0,0,0,0,0,0,0.37,0,97.43,1.03,0.52,0,0,0,0.86,0,0.15
GslngBA_Lake 3,-15.69945,-70.20528333,23.5,9.28,5.97,,,0.25,,,,,,,,,0.06,,2.5,,,90.5,,3.3048,87.9502,,,,0.26,2.43,1.35,0.85,,3.00,3.30,3.98,2.50,2.06,594.10,3834,18.4,0.118353002,89,92,614,1520,0.0008,1.370503411,Central Andean wet puna,337,0,0.444377,4,2,Semi Desert Shrubs,7.526984215,0,0,8.26,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,3.04,0,0,0,0,0,0,88.55,0,0,0,0,0,0,0,0,0,0,0,96.86,0.1,0,0,0,0,0,0,3.04
GslngBA_Lake 34,-16.9146,-68.95038333,22.07,9.15,19.72,,,2,,,,,,,,,0.03,,0.97,,,2.83,,9.6712,67.0703,,,,,,,,,,,,,,,3845,179.3,0.047544502,80,97,558,2289,0.0064,0.678328892,Central Andean dry puna,337,4.5,0.331919,2,4,Shrub Deciduous,9.00066185,0,0,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,58.52,0,19.03,0,0,0,0,16.76,0,0,0,0,99.56,0,0,0,0,0,0,0,0.44
GslngBA_Lake 6,-15.65503333,-70.19568333,14.37,10.21,1910,,,0.25,,,,,,,,,0.01,,2.5,,,63.27,,18.0512,71.9315,,,,9.36,32.95,3.04,71.74,,3.00,7.70,7.78,106.80,2.49,1121.90,3833,2.5,2.682709932,90,91,612,1525,0.0008,1.370503411,Central Andean wet puna,337,0,0.0657087,6,1,Semi Desert Shrubs,7.296728134,0,0,8.14,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,3.26,0,0,0,0.05,0,0,88.34,0,0,0,0,0,0,0,0,0,0.02,0,96.53,0.1,0.07,0,0,0,0,0,3.26
GslngBA_Luky,-16.52245,-68.45883333,9.83,9.86,203.93,,,1,,,,,,,,,0.01,,0.84,,,55.93,,1.9943,88.8653,,,,,,,,,,,,,,,3854,31.5,0.232471004,80,80,633,2343,0.0024,0.166723561,Central Andean wet puna,337,3.125,0.148425,6,1,Semi Desert Shrubs,12.36643982,0,0,4.19,0,0,0,0.86,0,0,0,0.59,0.15,0,0,0,5.19,0.15,0,0,0,0,0,0,88.5,0,0,0,0,0,0,0,0,0,0.37,0,97.88,0.59,0.52,0,0,0,0.86,0,0.15
GslngBA_Maquera,-15.88223333,-70.56458333,13.83,9.14,715,,,1,,,,,,,,,0.02,,1.07,,,54.8,,16.6024,67.9311,,,,1.27,6.98,1.75,6.73,,3.00,5.30,0.09,906.30,3.25,10.70,4180,49.8,0.981158972,55,98,696,1672,0.0036,2.798127886,Central Andean puna,337,3.125,0.269998,6,1,Semi Desert Shrubs,4.852497578,0,0,12.88,0,0,0,0,0,0,0,0.06,0,0,0,0,0,1.7,0,0,0,0,0,0,63.78,0,4.56,0,0,0,0,16.28,0,0,0.73,0,97.5,0.06,0.73,0,0,0,0,0,1.7
GslngBA_MuruKkot,-16.42715,-68.14258333,5.5,8.58,161.57,,,1,,,,,,,,,0.03,,1.55,,,32.93,,2.065,88.946,,,,,,,,,,,,,,,4275,129.9,0.0106004,61,77,609,1570,0,0.006696284,Central Andean wet puna,312,6.875,0.591314,1,2,Semi Desert Shrubs,11.3964777,0.86,0,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.61,0,29.87,0,0,0,0,0.5,1.47,0,0.07,0.86,97.59,0,0.07,0,0,0,0,1.47,0
GslngBA_Pacuna,-15.57516667,-70.20845,12.63,8.17,82.93,,,0.2,,,,,,,,,0,,0.22,,,17.4,,1.9783,85.6621,,,,,,,,,,,,,,,3843,102.7,0.00768651,91,89,616,1544,0.0008,1.370503411,Central Andean wet puna,337,1,0.194766,4,1,Semi Desert Shrubs,9.250246048,0,0,11.98,0,0,0,0,0,0,0,0.07,0,0,0,0,0,2.12,0,0.14,0,0,0,0,85.28,0,0.3,0,0,0,0,0,0,0,0.07,0,97.56,0.21,0.07,0,0,0,0,0,2.12
GslngBA_Salinas,-14.98958333,-70.12608333,13.9,10.02,51.8,,,0.7,,,,,,,,,0.03,,0.49,,,66.63,,6.5876,84.9726,,,,,,,,,,,,,,,3835,208.5,7.37184,85,79,677,1797,0.0016,0.653071582,Central Andean wet puna,337,2.375,0.160918,4,2,Cold Grassland,11.1093359,0,0,52.15,0,0,0,0,0,0,0,0.74,0.21,0,0,0,2.24,2.65,0,0,0,0,0,0,42.01,0,0,0,0,0,0,0,0,0,0,0,96.4,0.74,0.21,0,0,0,0,0,2.65
GslngBA_SaraCoch,-15.77695,-70.61478333,14.3,8.29,1038.67,,,2.2,,,,,,,,,0.04,,2.33,,,74,,6.1136,82.3733,,,,14.23,33.22,2.48,453.60,,3.00,31.90,1.67,3147.50,9.09,181.30,4154,14,10.85630035,57,98,728,1730,0.0036,2.798127886,Central Andean puna,337,0,0.0343262,4,2,Semi Desert Shrubs,4.251257896,0,0,22.72,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5.66,0,0,0,0,0,0,65.07,0,4.03,0,0,0,0,1.75,0,0,0.56,0,93.57,0.2,0.56,0,0,0,0,0,5.66
GslngBA_Sollata,-15.68798333,-70.19425,8.39,9.76,1196,,,0.25,,,,,,,,,0.02,,0.74,,,45.87,,7.017,80.1647,,,,0.30,4.63,2.37,0.94,,3.00,3.10,4.02,2.70,1.67,600.30,3834,84.3,0.032369301,88,92,613,1539,0.0008,1.370503411,Central Andean wet puna,337,0.625,0.203493,6,1,Semi Desert Shrubs,7.526984215,0,0,8.04,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,3.75,0,0,0,0.05,0,0,88.02,0,0,0,0,0,0,0,0,0,0,0,96.11,0.1,0.05,0,0,0,0,0,3.75
GslngBA_SoraKkot,-16.18325,-68.33816667,3.5,8,79.6,,,1,,,,,,,,,0.03,,2.5,,,52.3,,0.7645,16.1667,,,,,,,,,,,,,,,4303,97.9,2.032890081,56,75,686,1664,0.0028,6.200525146,Central Andean wet puna,337,1.125,0.551115,7,4,Semi Desert Shrubs,5,8.86,0,20.36,0,0,0.22,0.32,0,0,0,0,1.65,0,0,0,3.03,0.3,0,0,0.07,0.37,0,0,32.55,0,31.75,0,0,0,0.15,0.36,0,0,0.02,8.86,88.05,0,2.04,0.15,0,0.29,0.32,0,0.3
GslngBA_Tunuipij,-15.69795,-70.19755,10.3,7.71,1129,,,1.3,,,,,,,,,0.01,,0.45,,,58,,3.2458,81.4244,,,,0.24,3.24,1.88,0.65,,3.00,2.70,3.95,1.90,1.41,591.20,3835,84.3,0.480493993,88,92,613,1526,0.0008,1.370503411,Central Andean wet puna,337,1.75,0.460625,6,1,Semi Desert Shrubs,7.415075779,0,0,8.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,3.63,0,0,0,0.02,0,0,88.09,0,0,0,0,0,0,0,0,0,0,0,96.24,0.1,0.02,0,0,0,0,0,3.63
GslngBA_Ululumas,-15.78345,-70.6001,12.2,9.25,1560,,,2.6,,,,,,,,,0.02,,0.17,,,38.27,,1.6753,90.2627,,,,1.24,4.41,1.12,15.08,,3.00,12.10,0.09,2005.60,8.70,9.50,4273,71.3,0.607836008,46,97,724,1767,0.0036,2.798127886,Central Andean puna,337,0,0.0499925,4,1,Semi Desert Shrubs,4.250440121,0,0,18.37,0,0,0,0,0,0,0,0.15,0,0,0,0,0,4.99,0,0,0,0,0,0,70.09,0,4.09,0,0,0,0,1.74,0,0,0.56,0,94.29,0.15,0.56,0,0,0,0,0,4.99
GslngBA_Umapata,-15.53651667,-70.04575,10.7,9.88,485,,,0.4,,,,,,,,,0.02,,0.07,,,16.96,,4.2727,65.4497,,,,0.89,4.44,1.33,1.63,,3.00,1.80,55.54,0.30,0.40,5006.70,3821,120.7,0.389618009,89,85,636,1681,0.0028,2.771012795,Central Andean wet puna,337,0.375,0.178345,6,1,Semi Desert Shrubs,13.34036255,0,0,22.04,0,0,0,0,0,0,0,0.37,0,0,0,0,0,9.41,0,0.19,0,0.05,0,0,67.74,0,0.07,0,0,0,0,0,0,0,0.07,0,89.85,0.56,0.12,0,0,0,0,0,9.41
GslngBA_Umayo,-15.7196,-70.15238333,12,9.61,1103,,,0.9,,,,,,,,,0.07,,0.73,,,78,,20.4602,52.4957,,,,39.38,51.71,2.32,1187.40,,3.00,30.20,3.92,3505.00,6.98,586.60,3840,84.3,35.32479858,87,93,616,1498,0.0008,1.370503411,Central Andean wet puna,337,0,0.191518,4,1,Semi Desert Shrubs,14.00011444,0,0,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0.05,8.55,0,0,0,0.05,0,0,84.25,0,0,0,0,0,0,0,0.71,0,0,0,90.69,0,0.05,0,0,0,0,0.71,8.55
"JunnPln_HgpCv,in",-11.268183,-75.787169,13.1,7.29,687,,,,197.1,99.2,17.9,0.8,22,3.3,44.7,,0.8,104.6,,,,,3.63,,,,,,,,,,,,,,,,,3559,203.9,1.176419973,76,64,727,728,0,0.047056838,Peruvian Yungas,312,27.75,0.449079,3,2,Semi Desert Shrubs,6.852497578,0,0,10.03,0,0,0,0.07,0,0,0,1.38,0,4.65,0,0,2.19,0.23,0,0.77,0,0,0,0,70.03,0,7.26,0,0,0,0,2,0,0,1.41,0,91.51,6.8,1.41,0,0,0,0.07,0,0.23
"JunnPln_HgpCv,ot",-11.268183,-75.787169,13.7,7.34,680,,,,211.4,,,,,,44.6,,0.5,104.6,,,,,3.432,,,,,,,,,,,,,,,,,3559,203.9,1.176419973,76,64,727,728,0,0.047056838,Peruvian Yungas,312,27.75,0.449079,2,4,Semi Desert Shrubs,6.852497578,0,0,10.03,0,0,0,0.07,0,0,0,1.38,0,4.65,0,0,2.19,0.23,0,0.77,0,0,0,0,70.03,0,7.26,0,0,0,0,2,0,0,1.41,0,91.51,6.8,1.41,0,0,0,0.07,0,0.23
"JunnPln_J11,GK251",-10.943925,-76.04598333,10.7,8.04,354,,,,180,54.9,10.3,0.6,1.2,2.9,2.5,,2.6,12.5,,1774.53,60.67,,4.092,,,,,,,,,,,,,,,,,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76
"JunnPln_J11,GK252",-10.943925,-76.04598333,10.7,8.04,354,,,,180,54.9,10.3,0.6,1.2,2.9,2.5,,2.6,12.5,,1774.53,60.67,,4.092,,,,,,,,,,,,,,,,,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,2,4,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76
"JunnPln_J11,GK253",-10.943925,-76.04598333,10.7,8.04,354,,,,180,54.9,10.3,0.6,1.2,2.9,2.5,,2.6,12.5,,1774.53,60.67,,4.092,,,,,,,,,,,,,,,,,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76
"JunnPln_J11,GK254",-10.943925,-76.04598333,10.7,8.04,354,,,,180,54.9,10.3,0.6,1.2,2.9,2.5,,2.6,12.5,,1774.53,60.67,,4.092,,,,,,,,,,,,,,,,,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76
"JunnPln_J11,GK255",-10.943925,-76.04598333,10.7,8.04,354,,,,180,54.9,10.3,0.6,1.2,2.9,2.5,,2.6,12.5,,1774.53,60.67,,4.092,,,,,,,,,,,,,,,,,4099,68.7,68.7,60,58,1098,746,0.004,16.32198662,Central Andean wet puna,312,7.875,0.376692,4,1,Cold Grassland,20.43670082,0,0,33.31,0,0,0,0.93,0,0,0,28.38,0.5,1.37,0,0,2.29,14.76,0,0,1.2,0,0,0,2.93,0,11.32,0,0,0,1.93,0,0,0,0.82,0,49.85,29.75,1.32,1.93,0,1.2,0.93,0,14.76
"JunnPln_J13,Qd.A1",-10.97911667,-76.03618667,16.3,8.54,291,,,,88.6,47.1,3.3,0.6,1.5,2.3,0.5,,0,4.8,,486.28,34.6,,3.234,,,,,,,,,,,,,,,,,4112,50.9,50.9,60,58,1067,774,0.004,16.32198662,Central Andean wet puna,312,5.875,0.462238,4,1,Evergreen Forest and Fields,5.253419399,0,0,34.22,0,0,0,1.87,0,0,0,25.21,0.55,1.45,0,0,3.28,14.53,0,0,1.19,0,0,0,4.34,0,9.8,0,0,0,1.82,0,0,0,1.51,0,51.64,26.66,2.06,1.82,0,1.19,1.87,0,14.53
"JunnPln_J13,Qd.A2",-10.97911667,-76.03618667,16.3,8.54,291,,,,88.6,47.1,3.3,0.6,1.5,2.3,0.5,,0,4.8,,486.28,34.6,,3.234,,,,,,,,,,,,,,,,,4112,50.9,50.9,60,58,1067,774,0.004,16.32198662,Central Andean wet puna,312,5.875,0.462238,4,1,Evergreen Forest and Fields,5.253419399,0,0,34.22,0,0,0,1.87,0,0,0,25.21,0.55,1.45,0,0,3.28,14.53,0,0,1.19,0,0,0,4.34,0,9.8,0,0,0,1.82,0,0,0,1.51,0,51.64,26.66,2.06,1.82,0,1.19,1.87,0,14.53
"JunnPln_J13,Qd.A3",-10.97911667,-76.03618667,16.3,8.54,291,,,,88.6,47.1,3.3,0.6,1.5,2.3,0.5,,0,4.8,,486.28,34.6,,3.234,,,,,,,,,,,,,,,,,4112,50.9,50.9,60,58,1067,774,0.004,16.32198662,Central Andean wet puna,312,5.875,0.462238,4,2,Evergreen Forest and Fields,5.253419399,0,0,34.22,0,0,0,1.87,0,0,0,25.21,0.55,1.45,0,0,3.28,14.53,0,0,1.19,0,0,0,4.34,0,9.8,0,0,0,1.82,0,0,0,1.51,0,51.64,26.66,2.06,1.82,0,1.19,1.87,0,14.53
"JunnPln_Jn10,TdS1",-10.80961333,-76.1337,10.7,8.21,256,,,,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,,1.9,,283.84,16.36,,4.224,,,,,,,,,,,,,,,,,4448,65.4,65.4,49,58,1038,724,0.004,16.32198662,Central Andean wet puna,312,11.375,0.564168,4,2,Evergreen Forest and Fields,8,0,0,29.2,0,0,0,0.94,0,0,0,51.22,0.27,2.74,0,0,2.86,2.47,0,0,1.3,0,0,0,0.13,0,5.4,0,0,0,2.12,0.05,0.35,0,0.79,0,37.64,53.96,1.06,2.12,0,1.3,0.94,0.35,2.47
"JunnPln_Jn10,TdS2",-10.80961333,-76.1337,10.7,8.21,256,,,,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,,1.9,,283.84,16.36,,4.224,,,,,,,,,,,,,,,,,4348,65.4,0.031974599,54,58,1065,723,0.004,16.32198662,Central Andean wet puna,312,3.125,0.611289,4,2,Evergreen Forest and Fields,8,0,0,29.24,0,0,0,0.93,0,0,0,51.26,0.18,2.05,0,0,3.22,1.37,0,0,1.3,0,0,0,0.16,0,6.86,0,0,0,2.12,0.05,0.33,0,0.79,0,39.53,53.31,0.97,2.12,0,1.3,0.93,0.33,1.37
"JunnPln_Jn10,TdS3",-10.80961333,-76.1337,10.7,8.21,256,,,,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,,1.9,,283.84,16.36,,4.224,,,,,,,,,,,,,,,,,4448,65.4,65.4,49,58,1038,724,0.004,16.32198662,Central Andean wet puna,312,11.375,0.564168,4,2,Evergreen Forest and Fields,8,0,0,29.2,0,0,0,0.94,0,0,0,51.22,0.27,2.74,0,0,2.86,2.47,0,0,1.3,0,0,0,0.13,0,5.4,0,0,0,2.12,0.05,0.35,0,0.79,0,37.64,53.96,1.06,2.12,0,1.3,0.94,0.35,2.47
"JunnPln_Jn10,TdS4",-10.80961333,-76.1337,10.7,8.21,256,,,,145.7,43.4,3.1,0.4,2.6,1.8,0.6,0.1,,1.9,,283.84,16.36,,4.224,,,,,,,,,,,,,,,,,4448,65.4,65.4,49,58,1038,724,0.004,16.32198662,Central Andean wet puna,312,11.375,0.564168,4,1,Evergreen Forest and Fields,8,0,0,29.2,0,0,0,0.94,0,0,0,51.22,0.27,2.74,0,0,2.86,2.47,0,0,1.3,0,0,0,0.13,0,5.4,0,0,0,2.12,0.05,0.35,0,0.79,0,37.64,53.96,1.06,2.12,0,1.3,0.94,0.35,2.47
"JunnPln_Jn14,PR.1",-10.91474722,-76.0468,12.8,9.04,304,,,,148.6,36.8,9.7,0.6,7.8,1.3,8.3,,0,10.5,,320.65,18.96,,3.564,,,,,,,,,,,,,,,,,4152,37.6,37.6,59,57,1141,760,0.004,16.32198662,Central Andean wet puna,312,2.375,0.222212,4,1,Cold Grassland,27.7282238,0,0,33.32,0,0,0,0.55,0,0,0,31.03,0.19,0.71,0,0,2,13.78,0,0,1.16,0,0,0,1.17,0,13.28,0,0,0,2.04,0.05,0,0,0.47,0,49.82,31.74,0.66,2.04,0,1.16,0.55,0,13.78
"JunnPln_Jn14,PR.2",-10.91474722,-76.0468,12.8,9.04,304,,,,148.6,36.8,9.7,0.6,7.8,1.3,8.3,,0,10.5,,320.65,18.96,,3.564,,,,,,,,,,,,,,,,,4152,37.6,37.6,59,57,1141,760,0.004,16.32198662,Central Andean wet puna,312,2.375,0.222212,4,1,Cold Grassland,27.7282238,0,0,33.32,0,0,0,0.55,0,0,0,31.03,0.19,0.71,0,0,2,13.78,0,0,1.16,0,0,0,1.17,0,13.28,0,0,0,2.04,0.05,0,0,0.47,0,49.82,31.74,0.66,2.04,0,1.16,0.55,0,13.78
"JunnPln_Jn14,PR.3",-10.91474722,-76.0468,12.8,9.04,304,,,,148.6,36.8,9.7,0.6,7.8,1.3,8.3,,0,10.5,,320.65,18.96,,3.564,,,,,,,,,,,,,,,,,4152,37.6,37.6,59,57,1141,760,0.004,16.32198662,Central Andean wet puna,312,2.375,0.222212,4,1,Cold Grassland,27.7282238,0,0,33.32,0,0,0,0.55,0,0,0,31.03,0.19,0.71,0,0,2,13.78,0,0,1.16,0,0,0,1.17,0,13.28,0,0,0,2.04,0.05,0,0,0.47,0,49.82,31.74,0.66,2.04,0,1.16,0.55,0,13.78
"JunnPln_Jn7,SPdP1",-10.963775,-76.23076944,15.8,8.37,221,,,,,,,,,,,,,,,443.34,13.75,,4.752,,,,,,,,,,,,,,,,,4080,45.6,396.4670105,59,63,945,798,0.004,16.32198662,Central Andean wet puna,312,1.125,0.603683,4,1,Forest and Field,3.526983976,0,0,26.81,0,0,0,3.8,0,0,0,32.79,0.56,6.4,0,0,5.39,12.33,0,0,1.3,0,0,0,3.39,0,2.2,0,0,0,2.12,0.08,0,0,2.72,0,37.87,39.19,3.28,2.12,0,1.3,3.8,0,12.33
"JunnPln_Jn7,SPdP2",-10.963775,-76.23076944,15.8,8.37,221,,,,,,,,,,,,,,,443.34,13.75,,4.752,,,,,,,,,,,,,,,,,4080,45.6,396.4670105,59,63,945,798,0.004,16.32198662,Central Andean wet puna,312,1.125,0.603683,4,1,Forest and Field,3.526983976,0,0,26.81,0,0,0,3.8,0,0,0,32.79,0.56,6.4,0,0,5.39,12.33,0,0,1.3,0,0,0,3.39,0,2.2,0,0,0,2.12,0.08,0,0,2.72,0,37.87,39.19,3.28,2.12,0,1.3,3.8,0,12.33
"JunnPln_Jn7,SPdP3",-10.963775,-76.23076944,15.8,8.37,221,,,,,,,,,,,,,,,443.34,13.75,,4.752,,,,,,,,,,,,,,,,,4080,45.6,396.4670105,59,63,945,798,0.004,16.32198662,Central Andean wet puna,312,1.125,0.603683,4,1,Forest and Field,3.526983976,0,0,26.81,0,0,0,3.8,0,0,0,32.79,0.56,6.4,0,0,5.39,12.33,0,0,1.3,0,0,0,3.39,0,2.2,0,0,0,2.12,0.08,0,0,2.72,0,37.87,39.19,3.28,2.12,0,1.3,3.8,0,12.33
"JunnPln_Jnn1,CR.1",-11.16535,-76.0174,11.2,7.91,337,,,,188.6,55.9,8.9,0.6,3.1,2.9,1.7,,0,12.5,,271.57,16.36,,5.016,,,,,,,,,,,,,,,,,4091,100.2,1.190160036,55,58,914,839,0.0012,0.094675724,Central Andean wet puna,312,1,0.501251,3,2,Rice Paddy and Field,16,0,0,26.41,0,0,0,1.66,0,0,0,13.15,0.7,10.73,0,0,12.87,8.29,0,0,1.73,0,0,0,16.96,0,4.2,0,0,0,0.23,0,0,0,3.07,0,60.44,23.88,3.77,0.23,0,1.73,1.66,0,8.29
"JunnPln_Jnn1,CR.2",-11.16535,-76.0174,11.2,7.91,337,,,,188.6,55.9,8.9,0.6,3.1,2.9,1.7,,0,12.5,,271.57,16.36,,5.016,,,,,,,,,,,,,,,,,4091,100.2,1.190160036,55,58,914,839,0.0012,0.094675724,Central Andean wet puna,312,1,0.501251,4,1,Rice Paddy and Field,16,0,0,26.41,0,0,0,1.66,0,0,0,13.15,0.7,10.73,0,0,12.87,8.29,0,0,1.73,0,0,0,16.96,0,4.2,0,0,0,0.23,0,0,0,3.07,0,60.44,23.88,3.77,0.23,0,1.73,1.66,0,8.29
"JunnPln_Jnn1,CR.3",-11.16535,-76.0174,11.2,7.91,337,,,,188.6,55.9,8.9,0.6,3.1,2.9,1.7,,0,12.5,,271.57,16.36,,5.016,,,,,,,,,,,,,,,,,4091,100.2,1.190160036,55,58,914,839,0.0012,0.094675724,Central Andean wet puna,312,1,0.501251,4,1,Rice Paddy and Field,16,0,0,26.41,0,0,0,1.66,0,0,0,13.15,0.7,10.73,0,0,12.87,8.29,0,0,1.73,0,0,0,16.96,0,4.2,0,0,0,0.23,0,0,0,3.07,0,60.44,23.88,3.77,0.23,0,1.73,1.66,0,8.29
"JunnPln_Jnn12,Ch1",-11.00235833,-76.01002333,13.9,8.82,168,,,,106.9,25.4,2.6,1.3,3,1.2,0.4,,0,4.8,,289.98,11.15,,2.97,,,,,,,,,,,,,,,,,4111,59.4,59.4,59,58,1049,770,0.004,16.32198662,Central Andean wet puna,312,2.625,0.23393,4,1,Cold Grassland,13.25081539,0,0,35.49,0,0,0,1.6,0,0,0,21.12,0.4,2.03,0,0,3.95,13.79,0,0,1.53,0,0,0,5.75,0,10.59,0,0,0,1.92,0,0,0,1.59,0,55.78,23.15,1.99,1.92,0,1.53,1.6,0,13.79
"JunnPln_Jnn12,Ch2",-11.00235833,-76.01002333,13.9,8.82,168,,,,106.9,25.4,2.6,1.3,3,1.2,0.4,,0,4.8,,289.98,11.15,,2.97,,,,,,,,,,,,,,,,,4111,59.4,59.4,59,58,1049,770,0.004,16.32198662,Central Andean wet puna,312,2.625,0.23393,4,1,Cold Grassland,13.25081539,0,0,35.49,0,0,0,1.6,0,0,0,21.12,0.4,2.03,0,0,3.95,13.79,0,0,1.53,0,0,0,5.75,0,10.59,0,0,0,1.92,0,0,0,1.59,0,55.78,23.15,1.99,1.92,0,1.53,1.6,0,13.79
